,Accel_0_max,Dcel_0_min,Accel_1_max,Dcel_1_min,Accel_2_max,Dcel_2_min,Accel_3_max,Dcel_3_min
0,1.46,-1.48,1.5,-1.52,1.51,-1.53,1.51,-1.53
